filename,width,height,class,xmin,ymin,xmax,ymax
images/worker (700).jpg,183,275,helmet,86,95,138,129
images/worker (17).jpg,275,183,person with helmet,136,32,168,123
images/worker (632).jpg,219,230,person with helmet,35,19,94,229
images/worker (427).jpg,264,191,person with helmet,118,3,241,176
images/person_without_helmet (113).jpg,331,300,person without helmet,105,26,320,281
images/person_without_helmet (63).jpg,200,255,person without helmet,90,10,191,196
images/worker (833).jpg,278,181,person without helmet,207,20,225,51
images/worker (735).jpg,299,168,person without helmet,146,33,184,156
images/worker (516).jpg,287,176,person without helmet,1,22,89,175
images/worker (310).jpg,275,183,helmet,138,1,205,37
images/worker (211).jpg,275,183,person with helmet,51,9,141,183
images/person_without_helmet (172).jpg,267,200,person without helmet,32,6,91,160
images/applauding_100.jpg,500,751,person without helmet,38,185,236,569
images/worker (101).jpg,288,175,helmet,66,1,140,32
images/worker (204).jpg,300,168,person with helmet,170,85,254,168
images/worker (600).jpg,275,183,helmet,60,21,118,69
images/worker (310).jpg,275,183,person with helmet,135,1,222,183
images/worker (624).jpg,275,183,helmet,45,61,79,85
images/worker (566).jpg,231,219,helmet,60,44,124,88
images/person_without_helmet (79).jpg,200,301,person without helmet,45,120,97,196
images/worker (833).jpg,278,181,person without helmet,64,20,80,50
images/worker (767).jpg,257,196,person with helmet,74,17,129,188
images/worker (862).jpg,259,194,person with helmet,108,103,135,189
images/worker (845).jpg,235,214,helmet,166,2,210,32
images/person_without_helmet (53).jpg,200,281,person without helmet,32,15,95,211
images/applauding_139.jpg,300,451,person without helmet,58,86,268,451
images/worker (628).jpg,299,168,person with helmet,1,1,92,161
images/worker (550).jpg,307,164,helmet,211,34,244,63
images/worker (715).jpg,275,183,helmet,87,45,124,70
images/worker (845).jpg,235,214,helmet,38,11,79,35
images/worker (534).jpg,265,190,helmet,52,4,89,27
images/worker (566).jpg,231,219,helmet,172,2,205,29
images/worker (309).jpg,275,183,person with helmet,12,1,101,175
images/applauding_160.jpg,452,300,person without helmet,204,39,368,300
images/worker (518).jpg,317,159,helmet,108,46,128,60
images/worker (845).jpg,235,214,person with helmet,122,19,168,69
images/worker (693).jpg,266,189,helmet,168,36,213,62
images/worker (791).jpg,330,153,helmet,222,1,251,13
images/worker (706).jpg,288,175,person with helmet,88,6,147,110
images/worker (606).jpg,260,194,person with helmet,194,108,259,192
images/worker (801).jpg,301,167,person with helmet,79,2,104,39
images/worker (829).jpg,275,183,person with helmet,86,12,204,135
images/worker (153).jpg,275,183,person without helmet,10,1,151,181
images/worker (606).jpg,260,194,person with helmet,145,80,212,192
images/person_without_helmet (213).jpg,200,200,person without helmet,64,32,190,141
images/worker (99).jpg,204,247,person with helmet,76,27,192,247
images/worker (29).jpg,275,183,helmet,100,19,138,47
images/worker (515).jpg,262,193,person with helmet,157,11,214,172
images/worker (637).jpg,275,183,helmet,190,53,220,75
images/worker (233).jpg,275,183,helmet,101,24,142,49
images/worker (56).jpg,300,168,person with helmet,141,51,203,167
images/worker (537).jpg,275,183,helmet,112,15,221,89
images/worker (579).jpg,261,193,helmet,120,42,139,61
images/applauding_169.jpg,400,450,person without helmet,9,15,300,450
images/worker (355).jpg,326,155,person with helmet,1,1,100,154
images/worker (795).jpg,275,183,person with helmet,110,23,175,131
images/worker (509).jpg,318,159,helmet,102,17,155,51
images/worker (833).jpg,278,181,person without helmet,9,25,39,170
images/person_without_helmet (168).jpg,200,224,person without helmet,21,4,95,195
images/worker (634).jpg,266,189,person with helmet,20,11,172,176
images/worker (296).jpg,300,168,person without helmet,46,18,225,164
images/worker (8).jpg,263,192,helmet,23,1,82,47
images/worker (847).jpg,275,183,person with helmet,114,34,159,113
images/worker (680).jpg,188,268,person with helmet,24,34,132,249
images/worker (820).jpg,275,183,helmet,122,116,146,132
images/worker (610).jpg,275,183,person with helmet,87,48,168,182
images/worker (742).jpg,275,183,helmet,136,36,168,62
images/worker (599).jpg,299,168,person with helmet,181,56,200,91
images/worker (150).jpg,275,183,person with helmet,75,79,110,180
images/worker (699).jpg,275,183,person with helmet,76,16,132,113
images/worker (209).jpg,275,183,person with helmet,124,38,166,109
images/worker (355).jpg,326,155,helmet,1,1,90,52
images/worker (64).jpg,263,192,helmet,134,14,202,54
images/worker (240).jpg,266,190,helmet,150,103,185,139
images/worker (111).jpg,265,190,person with helmet,152,1,265,176
images/applauding_011.jpg,600,800,person without helmet,302,132,482,728
images/worker (402).jpg,259,194,person with helmet,117,28,191,179
images/worker (446).jpg,275,183,person,1,32,66,182
images/worker (570).jpg,210,240,person with helmet,40,1,149,240
images/worker (684).jpg,275,183,person with helmet,108,30,178,151
images/worker (263).jpg,265,190,person with helmet,123,61,153,166
images/worker (221).jpg,276,183,helmet,81,54,105,72
images/worker (20).jpg,262,193,person with helmet,25,26,117,176
images/worker (800).jpg,275,183,person with helmet,4,35,55,174
images/applauding_101.jpg,500,760,person without helmet,136,43,330,511
images/worker (543).jpg,266,189,helmet,122,8,160,35
images/person_without_helmet (158).jpg,200,211,person without helmet,115,1,192,200
images/worker (639).jpg,275,183,person with helmet,107,70,143,167
images/worker (869).jpg,259,194,person with helmet,25,87,43,152
images/worker (887).jpg,275,183,person with helmet,204,8,275,153
images/worker (623).jpg,280,180,person with helmet,49,1,236,166
images/worker (599).jpg,299,168,person with helmet,88,37,129,135
images/worker (496).jpg,283,178,helmet,136,86,164,105
images/worker (181).jpg,194,260,helmet,158,165,181,187
images/worker (791).jpg,330,153,helmet,56,66,101,89
images/worker (711).jpg,183,275,helmet,74,66,95,81
images/worker (247).jpg,275,183,person with helmet,151,49,175,141
images/applauding_130.jpg,451,300,person without helmet,25,153,127,295
images/worker (634).jpg,266,189,helmet,87,1,133,58
images/person_without_helmet (51).jpg,200,301,person without helmet,68,5,159,241
images/worker (150).jpg,275,183,person with helmet,130,61,193,182
images/worker (619).jpg,275,183,helmet,19,72,45,90
images/person_without_helmet (206).jpg,200,267,person without helmet,34,2,164,231
images/worker (684).jpg,275,183,person with helmet,58,1,117,81
images/worker (601).jpg,255,198,helmet,30,43,49,58
images/worker (25).jpg,275,183,helmet,156,23,211,61
images/worker (703).jpg,275,183,helmet,113,38,130,58
images/worker (846).jpg,276,183,helmet,41,1,105,44
images/worker (839).jpg,245,205,person with helmet,158,31,178,178
images/worker (209).jpg,275,183,person with helmet,152,25,230,112
images/worker (624).jpg,275,183,person with helmet,83,39,188,159
images/worker (756).jpg,251,201,helmet,30,18,47,31
images/worker (644).jpg,298,169,helmet,182,86,200,99
images/applauding_074.jpg,469,300,person without helmet,23,126,221,300
images/worker (539).jpg,270,186,person with helmet,74,62,124,185
images/worker (635).jpg,275,183,helmet,132,62,151,78
images/person_without_helmet (55).jpg,200,249,person without helmet,69,99,135,219
images/worker (123).jpg,266,189,person with helmet,43,1,152,177
images/worker (756).jpg,251,201,person without helmet,167,34,192,135
images/worker (238).jpg,266,189,person with helmet,60,14,140,167
images/worker (252).jpg,286,176,helmet,165,53,216,83
images/worker (712).jpg,284,178,person with helmet,167,56,194,90
images/worker (728).jpg,275,183,helmet,32,39,86,72
images/worker (628).jpg,299,168,person with helmet,93,5,205,162
images/worker (91).jpg,266,190,helmet,101,85,144,123
images/worker (461).jpg,300,168,person with helmet,139,1,300,167
images/worker (834).jpg,279,180,helmet,120,66,160,110
images/applauding_070.jpg,442,300,person without helmet,243,19,372,297
images/worker (851).jpg,344,146,helmet,1,1,87,85
images/applauding_058.jpg,200,466,person without helmet,16,15,162,462
images/worker (752).jpg,275,183,person with helmet,178,6,225,183
images/worker (368).jpg,290,174,helmet,177,11,207,38
images/worker (788).jpg,266,190,person with helmet,139,21,179,173
images/worker (579).jpg,261,193,person with helmet,120,42,163,82
images/person_without_helmet (236).jpg,397,300,person without helmet,12,71,124,187
images/worker (39).jpg,177,284,helmet,73,7,138,59
images/person_without_helmet (47).jpg,200,251,person without helmet,112,16,179,226
images/worker (828).jpg,263,192,helmet,145,41,173,61
images/worker (594).jpg,266,189,helmet,32,4,172,114
images/worker (840).jpg,300,168,helmet,214,6,235,22
images/worker (689).jpg,183,275,helmet,85,49,141,82
images/applauding_163.jpg,451,300,person without helmet,120,9,284,300
images/worker (801).jpg,301,167,helmet,101,2,131,20
images/worker (382).jpg,267,189,helmet,112,6,184,50
images/person_without_helmet (182).jpg,400,300,person without helmet,90,150,108,185
images/worker (203).jpg,275,183,person with helmet,236,80,265,180
images/worker (164).jpg,267,189,person with helmet,136,39,206,177
images/worker (270).jpg,266,189,helmet,253,70,266,91
images/worker (791).jpg,330,153,person with helmet,221,2,259,47
images/worker (705).jpg,265,190,helmet,33,19,88,50
images/worker (479).jpg,197,256,helmet,107,33,150,71
images/person_without_helmet (81).jpg,245,200,person without helmet,6,21,107,193
images/worker (694).jpg,273,185,helmet,101,38,126,53
images/worker (842).jpg,275,184,person with helmet,71,14,112,56
images/worker (152).jpg,275,183,person with helmet,24,64,102,142
images/worker (857).jpg,275,183,helmet,5,27,69,67
images/worker (162).jpg,275,183,helmet,51,29,111,68
images/worker (350).jpg,225,225,helmet,9,1,107,50
images/person_without_helmet (91).jpg,212,200,person without helmet,113,19,207,200
images/worker (392).jpg,183,276,helmet,24,25,108,86
images/worker (113).jpg,314,160,person with helmet,1,1,281,160
images/worker (197).jpg,300,168,helmet,108,25,121,40
images/applauding_043.jpg,425,300,person without helmet,269,39,425,217
images/worker (496).jpg,283,178,person with helmet,177,96,232,149
images/worker (34).jpg,267,189,helmet,126,3,266,128
images/worker (589).jpg,266,189,helmet,194,22,219,43
images/worker (516).jpg,287,176,helmet,188,7,256,59
images/worker (811).jpg,183,275,person with helmet,93,89,137,252
images/worker (829).jpg,275,183,person with helmet,175,6,275,172
images/person_without_helmet (168).jpg,200,224,person without helmet,99,100,185,224
images/applauding_095.jpg,800,600,person without helmet,342,1,764,600
images/worker (71).jpg,275,183,helmet,100,11,151,44
images/applauding_086.jpg,400,444,person without helmet,13,138,77,269
images/person_without_helmet (180).jpg,220,200,person with helmet,79,11,153,100
images/worker (846).jpg,276,183,person with helmet,10,1,103,174
images/worker (150).jpg,275,183,helmet,83,79,110,93
images/person_without_helmet (72).jpg,237,200,person without helmet,142,54,231,165
images/worker (140).jpg,259,194,helmet,147,71,162,83
images/worker (625).jpg,232,217,helmet,109,43,172,87
images/worker (94).jpg,266,189,person without helmet,146,56,195,119
images/applauding_158.jpg,595,400,person without helmet,222,51,252,146
images/worker (192).jpg,289,174,person with helmet,120,71,189,161
images/worker (801).jpg,301,167,person with helmet,125,13,159,50
images/worker (270).jpg,266,189,helmet,222,2,251,33
images/worker (485).jpg,240,195,helmet,37,6,102,47
images/worker (124).jpg,266,190,helmet,44,15,89,44
images/worker (752).jpg,275,183,helmet,141,20,161,31
images/worker (801).jpg,301,167,helmet,192,3,230,27
images/person_without_helmet (252).jpg,334,200,person without helmet,53,74,135,200
images/worker (241).jpg,266,189,person with helmet,147,62,171,116
images/worker (831).jpg,260,194,person with helmet,183,63,238,172
images/person_without_helmet (87).jpg,200,200,person without helmet,48,31,158,188
images/worker (782).jpg,300,168,helmet,50,26,81,46
images/worker (133).jpg,275,183,person with helmet,15,6,123,182
images/worker (869).jpg,259,194,person with helmet,44,90,67,153
images/worker (841).jpg,290,174,person with helmet,148,21,204,168
images/worker (386).jpg,266,189,person with helmet,194,32,250,177
images/worker (559).jpg,299,168,helmet,53,8,92,30
images/worker (591).jpg,300,168,helmet,69,22,124,55
images/applauding_007.jpg,410,400,person without helmet,159,15,396,302
images/applauding_011.jpg,600,800,person without helmet,471,207,535,483
images/worker (726).jpg,225,225,person with helmet,158,120,203,170
images/worker (775).jpg,217,232,person with helmet,133,4,157,103
images/worker (678).jpg,266,189,helmet,113,59,161,105
images/worker (433).jpg,299,168,helmet,192,26,251,76
images/person_without_helmet (43).jpg,200,267,person without helmet,46,10,138,205
images/worker (817).jpg,274,184,helmet,115,29,159,60
images/applauding_125.jpg,400,300,person without helmet,25,4,182,179
images/worker (808).jpg,388,130,person with helmet,91,35,145,130
images/worker (748).jpg,135,180,person with helmet,4,3,118,179
images/worker (185).jpg,260,194,person with helmet,160,10,231,177
images/worker (156).jpg,256,197,person with helmet,1,1,175,195
images/worker (446).jpg,275,183,helmet,68,39,107,72
images/worker (20).jpg,262,193,helmet,29,27,94,62
images/worker (308).jpg,179,282,person with helmet,7,16,179,273
images/worker (843).jpg,275,183,helmet,153,1,225,21
images/worker (790).jpg,322,156,person with helmet,102,49,147,137
images/worker (554).jpg,265,190,helmet,101,12,138,50
images/worker (787).jpg,275,183,helmet,167,93,218,138
images/worker (572).jpg,275,183,person with helmet,1,53,56,182
images/worker (762).jpg,203,248,helmet,128,16,154,33
images/worker (606).jpg,260,194,person with helmet,148,47,168,75
images/worker (712).jpg,284,178,person with helmet,191,69,224,178
images/worker (289).jpg,276,183,person,62,37,108,83
images/person_without_helmet (216).jpg,206,200,person without helmet,76,9,195,168
images/worker (841).jpg,290,174,helmet,102,1,144,27
images/applauding_044.jpg,440,300,person without helmet,28,24,155,298
images/worker (536).jpg,275,183,helmet,127,10,178,48
images/worker (146).jpg,288,175,helmet,117,1,181,37
images/worker (307).jpg,240,160,helmet,85,6,116,29
images/applauding_036.jpg,200,300,person without helmet,39,15,177,294
images/person_without_helmet (267).jpg,200,264,person without helmet,46,151,111,264
images/worker (842).jpg,275,184,person with helmet,166,14,204,60
images/worker (129).jpg,265,190,helmet,184,95,207,120
images/worker (832).jpg,371,136,person without helmet,50,5,81,111
images/person_without_helmet (195).jpg,200,267,person without helmet,66,99,97,217
images/worker (385).jpg,275,183,person with helmet,70,17,130,120
images/worker (616).jpg,183,275,helmet,67,61,124,107
images/worker (135).jpg,259,194,helmet,139,30,181,63
images/worker (397).jpg,275,183,helmet,133,23,209,72
images/applauding_046.jpg,300,451,person without helmet,46,8,222,238
images/worker (409).jpg,275,183,person with helmet,32,40,137,182
images/person_without_helmet (107).jpg,301,200,person without helmet,123,11,263,170
images/worker (279).jpg,263,192,helmet,109,22,140,53
images/person_without_helmet (50).jpg,267,200,person without helmet,79,32,222,191
images/worker (607).jpg,275,183,person with helmet,17,7,160,182
images/worker (838).jpg,310,163,helmet,39,25,80,58
images/worker (415).jpg,288,175,helmet,114,3,176,41
images/worker (822).jpg,262,192,person with helmet,110,22,147,114
images/worker (644).jpg,298,169,person with helmet,20,61,86,168
images/worker (756).jpg,251,201,person without helmet,66,33,89,82
images/applauding_099.jpg,451,400,person without helmet,33,9,113,314
images/worker (140).jpg,259,194,person with helmet,136,70,169,181
images/worker (803).jpg,300,168,helmet,2,1,58,22
images/worker (186).jpg,265,190,person with helmet,155,20,227,172
images/worker (454).jpg,266,189,person with helmet,89,2,247,176
images/worker (776).jpg,300,168,person with helmet,9,17,90,165
images/applauding_138.jpg,300,424,person without helmet,124,29,269,424
images/worker (617).jpg,275,183,person with helmet,49,56,107,130
images/worker (859).jpg,275,183,helmet,64,53,81,64
images/worker (761).jpg,290,174,person with helmet,11,8,64,156
images/person_without_helmet (12).jpg,300,451,person without helmet,101,63,276,447
images/worker (836).jpg,254,198,helmet,60,52,143,106
images/worker (130).jpg,259,195,helmet,26,28,94,74
images/worker (467).jpg,260,194,person with helmet,115,45,169,140
