filename,width,height,class,xmin,ymin,xmax,ymax
annotations/applauding_026.jpg,300,443,person without helmet,146,34,298,350
annotations/applauding_028.jpg,300,410,person without helmet,43,48,294,398
annotations/applauding_029.jpg,300,451,person without helmet,58,49,225,451
annotations/applauding_030.jpg,400,300,person without helmet,27,37,173,300
annotations/applauding_032.jpg,379,300,person without helmet,214,22,371,296
annotations/applauding_035.jpg,300,384,person without helmet,125,19,278,200
annotations/applauding_036.jpg,200,300,person without helmet,39,15,177,294
annotations/applauding_037.jpg,300,400,person without helmet,207,33,295,375
annotations/applauding_037.jpg,300,400,person without helmet,127,130,177,246
annotations/applauding_038.jpg,488,400,person without helmet,45,30,466,400
annotations/applauding_039.jpg,300,451,person without helmet,76,18,226,388
annotations/applauding_040.jpg,497,300,person without helmet,325,22,475,300
annotations/applauding_040.jpg,497,300,person without helmet,136,8,245,300
annotations/applauding_040.jpg,497,300,person without helmet,32,15,149,237
annotations/applauding_041.jpg,451,300,person without helmet,44,8,306,277
annotations/applauding_041.jpg,451,300,person without helmet,299,105,451,298
annotations/applauding_042.jpg,200,283,person without helmet,40,6,178,283
annotations/applauding_043.jpg,425,300,person without helmet,269,39,425,217
annotations/applauding_043.jpg,425,300,person without helmet,1,7,102,299
annotations/applauding_044.jpg,440,300,person without helmet,28,24,155,298
annotations/applauding_044.jpg,440,300,person without helmet,273,8,418,300
annotations/applauding_045.jpg,300,400,person without helmet,117,121,189,329
annotations/applauding_045.jpg,300,400,person without helmet,211,140,273,380
annotations/applauding_046.jpg,300,451,person without helmet,46,8,222,238
annotations/applauding_047.jpg,451,300,person without helmet,129,8,326,300
annotations/applauding_048.jpg,800,600,person without helmet,25,25,663,600
annotations/applauding_049.jpg,451,300,person without helmet,144,38,234,300
annotations/applauding_049.jpg,451,300,person without helmet,337,125,395,232
annotations/applauding_049.jpg,451,300,person without helmet,331,224,406,300
annotations/applauding_049.jpg,451,300,person without helmet,16,87,87,300
annotations/applauding_050.jpg,300,447,person without helmet,18,26,300,408
annotations/applauding_051.jpg,376,300,person without helmet,42,2,351,300
annotations/applauding_052.jpg,410,300,person without helmet,164,72,317,300
annotations/applauding_053.jpg,451,300,person without helmet,60,31,215,300
annotations/applauding_054.jpg,200,300,person without helmet,1,30,199,245
annotations/applauding_055.jpg,686,500,person without helmet,108,55,316,500
annotations/applauding_055.jpg,686,500,person without helmet,372,73,671,500
annotations/applauding_056.jpg,200,393,person without helmet,1,1,157,392
annotations/applauding_057.jpg,534,400,person without helmet,97,116,353,394
annotations/applauding_058.jpg,200,466,person without helmet,16,15,162,462
annotations/applauding_059.jpg,400,522,person without helmet,17,14,392,462
annotations/applauding_060.jpg,300,435,person without helmet,62,38,265,418
annotations/applauding_061.jpg,300,452,person without helmet,126,84,228,426
annotations/applauding_062.jpg,602,400,person without helmet,400,33,532,268
annotations/applauding_062.jpg,602,400,person without helmet,132,45,281,315
annotations/applauding_063.jpg,451,300,person without helmet,24,15,250,300
annotations/applauding_064.jpg,268,200,person without helmet,60,5,143,199
annotations/applauding_065.jpg,300,433,person without helmet,150,26,239,371
annotations/applauding_065.jpg,300,433,person without helmet,60,56,149,306
annotations/applauding_066.jpg,598,400,person without helmet,74,7,327,252
annotations/applauding_066.jpg,598,400,person without helmet,330,156,501,400
annotations/applauding_067.jpg,400,552,person without helmet,35,24,362,552
annotations/applauding_068.jpg,300,451,person without helmet,104,22,300,340
annotations/applauding_069.jpg,400,300,person without helmet,163,63,292,300
annotations/applauding_070.jpg,442,300,person without helmet,243,19,372,297
annotations/applauding_071.jpg,300,451,person without helmet,90,67,283,451
annotations/applauding_072.jpg,534,400,person without helmet,97,83,265,400
annotations/applauding_073.jpg,300,451,person without helmet,66,80,300,374
annotations/applauding_074.jpg,469,300,person without helmet,23,126,221,300
annotations/applauding_075.jpg,300,426,person without helmet,109,23,260,426
annotations/applauding_076.jpg,400,300,person without helmet,126,92,229,300
annotations/applauding_077.jpg,600,650,person without helmet,109,1,502,380
annotations/applauding_078.jpg,336,300,person without helmet,61,4,235,267
annotations/applauding_079.jpg,600,894,person without helmet,111,178,492,784
annotations/applauding_080.jpg,300,450,person without helmet,124,71,200,371
annotations/applauding_081.jpg,300,400,person without helmet,105,124,208,296
annotations/applauding_082.jpg,451,300,person without helmet,276,46,430,281
annotations/applauding_082.jpg,451,300,person without helmet,139,98,210,229
annotations/applauding_082.jpg,451,300,person without helmet,17,81,71,224
annotations/applauding_082.jpg,451,300,person without helmet,97,105,148,215
annotations/applauding_083.jpg,835,600,person without helmet,72,94,337,542
annotations/applauding_083.jpg,835,600,person without helmet,347,67,503,344
annotations/applauding_083.jpg,835,600,person without helmet,546,56,748,419
annotations/applauding_084.jpg,300,300,person without helmet,31,97,121,249
annotations/applauding_085.jpg,300,451,person without helmet,115,76,195,335
annotations/applauding_086.jpg,400,444,person without helmet,322,170,386,313
annotations/applauding_086.jpg,400,444,person without helmet,241,169,320,310
annotations/applauding_086.jpg,400,444,person without helmet,195,122,264,264
annotations/applauding_086.jpg,400,444,person without helmet,130,119,201,417
annotations/applauding_086.jpg,400,444,person without helmet,68,136,129,408
annotations/applauding_086.jpg,400,444,person without helmet,13,138,77,269
annotations/applauding_087.jpg,300,390,person without helmet,22,2,246,317
annotations/applauding_088.jpg,300,438,person without helmet,6,1,293,355
annotations/applauding_089.jpg,600,400,person without helmet,52,60,237,290
annotations/applauding_089.jpg,600,400,person without helmet,190,65,473,320
annotations/applauding_090.jpg,300,448,person without helmet,182,195,300,445
annotations/applauding_090.jpg,300,448,person without helmet,80,96,190,263
annotations/applauding_091.jpg,451,300,person without helmet,161,74,296,262
annotations/applauding_093.jpg,400,300,person without helmet,16,137,162,300
annotations/applauding_094.jpg,535,400,person without helmet,238,2,482,400
annotations/applauding_095.jpg,800,600,person without helmet,342,1,764,600
annotations/applauding_096.jpg,300,402,person without helmet,49,46,300,392
annotations/applauding_096.jpg,300,402,person without helmet,1,69,90,276
annotations/applauding_097.jpg,451,300,person without helmet,91,94,237,274
annotations/applauding_097.jpg,451,300,person without helmet,255,100,401,249
annotations/applauding_097.jpg,451,300,person without helmet,1,93,88,250
annotations/applauding_098.jpg,451,300,person without helmet,379,80,432,181
annotations/applauding_098.jpg,451,300,person without helmet,201,28,359,300
annotations/applauding_099.jpg,451,400,person without helmet,33,9,113,314
annotations/applauding_100.jpg,500,751,person without helmet,199,161,429,652
annotations/applauding_100.jpg,500,751,person without helmet,38,185,236,569
annotations/applauding_101.jpg,500,760,person without helmet,302,25,447,394
annotations/applauding_101.jpg,500,760,person without helmet,136,43,330,511
annotations/applauding_102.jpg,300,451,person without helmet,50,1,299,289
annotations/applauding_103.jpg,448,300,person without helmet,60,67,146,298
annotations/applauding_103.jpg,448,300,person without helmet,281,37,415,300
annotations/applauding_104.jpg,600,801,person without helmet,34,36,560,801
annotations/applauding_105.jpg,536,400,person without helmet,210,54,343,400
annotations/applauding_106.jpg,600,400,person without helmet,160,69,285,225
annotations/applauding_106.jpg,600,400,person without helmet,316,124,414,367
annotations/applauding_106.jpg,600,400,person without helmet,447,77,547,359
annotations/applauding_106.jpg,600,400,person without helmet,521,91,600,217
annotations/applauding_106.jpg,600,400,person without helmet,105,225,280,400
annotations/applauding_106.jpg,600,400,person without helmet,1,172,80,399
annotations/applauding_106.jpg,600,400,person without helmet,393,117,461,239
annotations/applauding_107.jpg,348,300,person without helmet,12,60,107,190
annotations/applauding_107.jpg,348,300,person without helmet,135,102,291,279
annotations/applauding_108.jpg,424,300,person without helmet,186,26,385,295
annotations/applauding_109.jpg,600,400,person without helmet,162,10,498,400
annotations/applauding_110.jpg,400,404,person without helmet,17,114,249,402
annotations/applauding_111.jpg,482,300,person without helmet,61,29,296,300
annotations/applauding_112.jpg,300,421,person without helmet,106,123,286,348
annotations/applauding_113.jpg,400,300,person without helmet,66,84,132,276
annotations/applauding_113.jpg,400,300,person without helmet,198,106,274,300
annotations/applauding_113.jpg,400,300,person without helmet,300,103,367,300
annotations/applauding_113.jpg,400,300,person without helmet,351,90,399,299
annotations/applauding_114.jpg,300,461,person without helmet,1,1,170,304
annotations/applauding_115.jpg,451,300,person without helmet,89,52,266,300
annotations/applauding_116.jpg,300,200,person without helmet,114,34,175,200
annotations/applauding_116.jpg,300,200,person without helmet,169,54,211,149
annotations/applauding_116.jpg,300,200,person without helmet,41,77,73,124
annotations/applauding_117.jpg,300,450,person without helmet,47,84,238,388
annotations/applauding_117.jpg,300,450,person without helmet,13,11,98,149
annotations/applauding_118.jpg,200,290,person without helmet,25,37,200,290
annotations/applauding_120.jpg,300,451,person without helmet,49,12,189,450
annotations/applauding_121.jpg,280,200,person without helmet,14,5,138,182
annotations/applauding_121.jpg,280,200,person without helmet,138,20,280,182
annotations/applauding_122.jpg,420,300,person without helmet,278,79,413,294
annotations/applauding_122.jpg,420,300,person without helmet,126,12,245,300
annotations/applauding_123.jpg,600,400,person without helmet,144,38,311,400
annotations/applauding_123.jpg,600,400,person without helmet,301,57,407,295
annotations/applauding_124.jpg,300,451,person without helmet,109,47,265,451
annotations/applauding_125.jpg,400,300,person without helmet,25,4,182,179
annotations/applauding_125.jpg,400,300,person without helmet,279,6,400,194
annotations/applauding_126.jpg,300,400,person without helmet,85,153,220,400
annotations/applauding_127.jpg,451,300,person without helmet,150,11,419,300
annotations/applauding_128.jpg,300,451,person without helmet,97,94,190,447
annotations/applauding_128.jpg,300,451,person without helmet,189,116,251,427
annotations/applauding_129.jpg,300,500,person without helmet,71,53,261,451
annotations/applauding_130.jpg,451,300,person without helmet,153,125,236,290
annotations/applauding_130.jpg,451,300,person without helmet,25,153,127,295
annotations/applauding_130.jpg,451,300,person without helmet,265,61,403,300
annotations/applauding_132.jpg,448,300,person without helmet,2,63,81,293
annotations/applauding_132.jpg,448,300,person without helmet,77,70,189,300
annotations/applauding_132.jpg,448,300,person without helmet,320,60,403,297
annotations/applauding_132.jpg,448,300,person without helmet,393,62,448,275
annotations/applauding_132.jpg,448,300,person without helmet,197,73,304,300
annotations/applauding_133.jpg,306,300,person without helmet,137,55,298,300
annotations/applauding_134.jpg,493,400,person without helmet,101,1,266,400
annotations/applauding_134.jpg,493,400,person without helmet,258,24,455,399
annotations/applauding_135.jpg,440,300,person without helmet,133,1,336,300
annotations/applauding_136.jpg,400,300,person without helmet,95,77,231,300
annotations/applauding_138.jpg,300,424,person without helmet,124,29,269,424
annotations/applauding_139.jpg,300,451,person without helmet,58,86,268,451
annotations/applauding_142.jpg,300,565,person without helmet,54,39,191,528
annotations/applauding_143.jpg,300,331,person without helmet,1,1,185,331
annotations/applauding_144.jpg,200,320,person without helmet,36,1,170,320
annotations/applauding_151.jpg,400,471,person without helmet,242,84,364,468
annotations/applauding_151.jpg,400,471,person without helmet,9,8,164,468
annotations/applauding_152.jpg,422,400,person without helmet,88,70,220,230
annotations/applauding_153.jpg,200,318,person without helmet,29,1,200,262
annotations/applauding_154.jpg,451,300,person without helmet,182,82,309,300
annotations/applauding_155.jpg,497,300,person without helmet,25,1,286,300
annotations/applauding_156.jpg,419,300,person without helmet,90,25,247,300
annotations/applauding_158.jpg,595,400,person without helmet,470,23,547,244
annotations/applauding_158.jpg,595,400,person without helmet,404,33,476,225
annotations/applauding_158.jpg,595,400,person without helmet,363,43,407,207
annotations/applauding_158.jpg,595,400,person without helmet,291,54,334,167
annotations/applauding_158.jpg,595,400,person without helmet,177,61,205,148
annotations/applauding_158.jpg,595,400,person without helmet,222,51,252,146
annotations/applauding_158.jpg,595,400,person without helmet,252,55,277,141
annotations/applauding_158.jpg,595,400,person without helmet,341,60,370,175
annotations/applauding_158.jpg,595,400,person without helmet,16,12,150,393
annotations/applauding_159.jpg,448,300,person without helmet,198,48,439,300
annotations/applauding_160.jpg,452,300,person without helmet,204,39,368,300
annotations/applauding_162.jpg,346,201,person without helmet,151,8,282,201
annotations/applauding_163.jpg,451,300,person without helmet,120,9,284,300
annotations/applauding_169.jpg,400,450,person without helmet,9,15,300,450
annotations/applauding_170.jpg,300,451,person without helmet,11,155,300,434
annotations/applauding_171.jpg,383,300,person without helmet,210,1,378,300
annotations/applauding_172.jpg,400,300,person without helmet,117,164,235,300
annotations/applauding_172.jpg,400,300,person without helmet,4,67,28,118
annotations/applauding_173.jpg,400,300,person without helmet,12,65,194,300
annotations/applauding_173.jpg,400,300,person without helmet,192,42,370,299
annotations/applauding_176.jpg,300,376,person without helmet,117,80,254,266
annotations/applauding_177.jpg,451,300,person without helmet,306,43,450,300
annotations/applauding_177.jpg,451,300,person without helmet,138,9,348,300
annotations/applauding_178.jpg,400,960,person without helmet,117,54,318,918
annotations/applauding_179.jpg,300,352,person without helmet,42,29,265,352
annotations/applauding_181.jpg,400,417,person without helmet,87,44,296,405
annotations/person_without_helmet (1).jpg,302,200,person without helmet,115,14,257,185
annotations/person_without_helmet (10).jpg,200,270,person without helmet,25,75,180,270
annotations/person_without_helmet (100).jpg,200,239,person without helmet,43,15,121,154
annotations/person_without_helmet (101).jpg,300,200,person without helmet,123,48,186,183
annotations/person_without_helmet (102).jpg,267,200,person without helmet,106,56,175,139
annotations/person_without_helmet (103).jpg,200,300,person without helmet,54,110,115,265
annotations/person_without_helmet (104).jpg,235,200,person without helmet,4,43,80,124
annotations/person_without_helmet (105).jpg,223,200,person without helmet,1,5,81,173
annotations/person_without_helmet (106).jpg,200,232,person without helmet,1,26,103,199
annotations/person_without_helmet (107).jpg,301,200,person without helmet,123,11,263,170
annotations/person_without_helmet (108).jpg,200,200,person without helmet,1,11,97,183
annotations/person_without_helmet (109).jpg,268,200,person without helmet,41,22,149,137
annotations/person_without_helmet (11).jpg,200,200,person without helmet,2,12,150,184
annotations/person_without_helmet (110).jpg,209,200,person without helmet,4,4,147,145
annotations/person_without_helmet (111).jpg,251,200,person without helmet,16,11,173,167
annotations/person_without_helmet (112).jpg,310,200,person without helmet,119,15,254,155
annotations/person_without_helmet (113).jpg,331,300,person without helmet,105,26,320,281
annotations/person_without_helmet (114).jpg,200,207,person without helmet,6,24,160,192
annotations/person_without_helmet (115).jpg,274,200,person without helmet,83,17,251,179
annotations/person_without_helmet (116).jpg,209,200,person without helmet,10,6,142,171
annotations/person_without_helmet (117).jpg,200,229,person without helmet,1,1,167,173
annotations/person_without_helmet (118).jpg,200,267,person without helmet,1,14,109,248
annotations/person_without_helmet (119).jpg,205,200,person without helmet,4,26,131,160
annotations/person_without_helmet (12).jpg,300,451,person without helmet,101,63,276,447
annotations/person_without_helmet (120).jpg,200,231,person without helmet,28,1,200,175
annotations/person_without_helmet (121).jpg,200,268,person without helmet,1,1,140,212
annotations/person_without_helmet (122).jpg,267,200,person without helmet,32,29,127,167
annotations/person_without_helmet (122).jpg,267,200,person without helmet,131,11,192,84
annotations/person_without_helmet (123).jpg,258,200,person without helmet,123,1,258,148
annotations/person_without_helmet (124).jpg,235,200,person without helmet,1,18,119,171
annotations/person_without_helmet (126).jpg,279,200,person without helmet,145,37,264,186
annotations/person_without_helmet (127).jpg,224,200,person without helmet,83,52,222,199
annotations/person_without_helmet (128).jpg,506,200,person without helmet,112,25,206,157
annotations/person_without_helmet (129).jpg,320,200,person without helmet,125,11,295,159
annotations/person_without_helmet (13).jpg,302,200,person without helmet,57,14,235,177
annotations/person_without_helmet (130).jpg,200,230,person without helmet,64,25,133,147
annotations/person_without_helmet (131).jpg,218,200,person without helmet,1,54,197,187
annotations/person_without_helmet (132).jpg,208,200,person without helmet,68,12,135,179
annotations/person_without_helmet (133).jpg,300,200,person without helmet,115,21,300,184
annotations/person_without_helmet (134).jpg,355,200,person without helmet,13,25,150,200
annotations/person_without_helmet (135).jpg,249,200,person without helmet,39,13,219,200
annotations/person_without_helmet (136).jpg,320,200,person without helmet,118,1,216,200
annotations/person_without_helmet (137).jpg,209,200,person without helmet,16,15,153,129
annotations/person_without_helmet (138).jpg,200,215,person without helmet,12,2,184,214
annotations/person_without_helmet (139).jpg,207,200,person without helmet,42,15,180,181
annotations/person_without_helmet (14).jpg,282,200,person without helmet,8,11,222,197
annotations/person_without_helmet (140).jpg,200,267,person without helmet,30,1,121,264
annotations/person_without_helmet (141).jpg,200,200,person without helmet,39,55,192,199
annotations/person_without_helmet (142).jpg,200,202,person without helmet,49,46,176,202
annotations/person_without_helmet (143).jpg,200,300,person without helmet,53,21,172,300
annotations/person_without_helmet (144).jpg,200,233,person without helmet,90,45,158,218
annotations/person_without_helmet (145).jpg,200,253,person without helmet,62,39,183,227
annotations/person_without_helmet (146).jpg,206,200,person without helmet,56,32,157,200
annotations/person_without_helmet (147).jpg,200,300,person without helmet,64,113,127,300
annotations/person_without_helmet (148).jpg,200,226,person without helmet,9,11,192,226
annotations/person_without_helmet (149).jpg,200,200,person without helmet,51,81,137,179
annotations/person_without_helmet (155).jpg,200,200,person without helmet,25,53,141,196
annotations/person_without_helmet (156).jpg,267,200,person without helmet,70,37,165,198
annotations/person_without_helmet (157).jpg,200,267,person without helmet,50,71,118,262
annotations/person_without_helmet (158).jpg,200,211,person without helmet,115,1,192,200
annotations/person_without_helmet (159).jpg,200,264,person without helmet,68,4,191,260
annotations/person_without_helmet (160).jpg,200,267,person without helmet,54,1,188,245
annotations/person_without_helmet (161).jpg,200,222,person without helmet,111,65,177,210
annotations/person_without_helmet (162).jpg,200,260,person without helmet,77,51,182,251
annotations/person_without_helmet (163).jpg,200,206,person without helmet,43,41,154,193
annotations/person_without_helmet (164).jpg,267,200,person without helmet,146,10,257,190
annotations/person_without_helmet (164).jpg,267,200,person without helmet,69,76,104,140
annotations/person_without_helmet (165).jpg,206,200,person without helmet,95,70,139,194
annotations/person_without_helmet (166).jpg,200,267,person without helmet,62,1,171,110
annotations/person_without_helmet (167).jpg,200,212,person without helmet,16,11,107,145
annotations/person_without_helmet (167).jpg,200,212,person without helmet,129,52,200,171
annotations/person_without_helmet (167).jpg,200,212,person without helmet,107,79,134,159
annotations/person_without_helmet (167).jpg,200,212,person without helmet,148,1,198,52
annotations/person_without_helmet (168).jpg,200,224,person without helmet,99,100,185,224
annotations/person_without_helmet (168).jpg,200,224,person without helmet,21,4,95,195
annotations/person_without_helmet (170).jpg,200,200,person without helmet,100,15,175,163
annotations/person_without_helmet (171).jpg,224,200,person without helmet,82,40,115,161
annotations/person_without_helmet (171).jpg,224,200,person without helmet,32,56,74,173
annotations/person_without_helmet (171).jpg,224,200,person without helmet,112,39,140,78
annotations/person_without_helmet (172).jpg,267,200,person without helmet,32,6,91,160
annotations/person_without_helmet (173).jpg,401,300,person without helmet,180,95,260,255
annotations/person_without_helmet (174).jpg,341,200,helmet,149,78,173,91
annotations/person_without_helmet (174).jpg,341,200,person with helmet,141,79,172,171
annotations/person_without_helmet (175).jpg,200,200,person with helmet,26,1,133,154
annotations/person_without_helmet (176).jpg,267,200,person with helmet,52,1,169,159
annotations/person_without_helmet (180).jpg,220,200,helmet,92,10,125,26
annotations/person_without_helmet (180).jpg,220,200,person with helmet,79,11,153,100
annotations/person_without_helmet (181).jpg,308,201,person without helmet,91,53,118,99
annotations/person_without_helmet (182).jpg,400,300,person without helmet,90,150,108,185
annotations/person_without_helmet (182).jpg,400,300,person without helmet,187,129,210,166
annotations/person_without_helmet (183).jpg,267,200,person without helmet,65,61,89,103
annotations/person_without_helmet (184).jpg,302,200,person without helmet,49,68,82,107
annotations/person_without_helmet (184).jpg,302,200,person without helmet,117,59,146,91
annotations/person_without_helmet (185).jpg,204,200,person without helmet,155,89,174,120
annotations/person_without_helmet (186).jpg,200,250,person without helmet,91,5,166,227
annotations/person_without_helmet (187).jpg,200,306,person without helmet,66,31,130,259
annotations/person_without_helmet (189).jpg,200,202,person without helmet,96,68,137,157
annotations/person_without_helmet (191).jpg,302,201,person without helmet,28,6,122,197
annotations/person_without_helmet (192).jpg,289,200,person without helmet,30,5,144,200
annotations/person_without_helmet (193).jpg,200,200,person without helmet,38,36,77,200
annotations/person_without_helmet (194).jpg,302,200,person without helmet,125,73,181,200
annotations/person_without_helmet (194).jpg,302,200,person without helmet,253,123,300,199
annotations/person_without_helmet (194).jpg,302,200,person without helmet,4,108,53,196
annotations/person_without_helmet (195).jpg,200,267,person without helmet,66,99,97,217
annotations/person_without_helmet (196).jpg,200,243,person without helmet,65,13,117,243
annotations/person_without_helmet (197).jpg,219,200,person without helmet,98,35,190,200
annotations/person_without_helmet (198).jpg,209,200,person without helmet,15,16,104,193
annotations/person_without_helmet (199).jpg,308,300,person without helmet,3,164,263,289
annotations/person_without_helmet (200).jpg,289,200,person without helmet,38,30,146,141
annotations/person_without_helmet (201).jpg,200,264,person without helmet,70,12,200,241
annotations/person_without_helmet (202).jpg,200,200,person without helmet,45,6,167,192
annotations/person_without_helmet (203).jpg,322,200,person without helmet,112,1,303,195
annotations/person_without_helmet (204).jpg,271,200,person without helmet,73,26,172,137
annotations/person_without_helmet (205).jpg,200,300,person without helmet,27,7,169,300
annotations/person_without_helmet (206).jpg,200,267,person without helmet,34,2,164,231
annotations/person_without_helmet (207).jpg,200,200,person without helmet,6,5,128,178
annotations/person_without_helmet (208).jpg,285,200,person without helmet,133,20,248,190
annotations/person_without_helmet (209).jpg,214,200,person without helmet,98,49,147,165
annotations/person_without_helmet (209).jpg,214,200,person without helmet,61,34,101,108
annotations/person_without_helmet (210).jpg,300,200,person without helmet,54,4,152,179
annotations/person_without_helmet (210).jpg,300,200,person without helmet,177,25,251,173
annotations/person_without_helmet (211).jpg,200,210,person without helmet,34,9,176,186
annotations/person_without_helmet (212).jpg,200,255,person without helmet,27,82,115,247
annotations/person_without_helmet (213).jpg,200,200,person without helmet,64,32,190,141
annotations/person_without_helmet (214).jpg,308,300,person without helmet,4,4,151,240
annotations/person_without_helmet (215).jpg,300,200,person without helmet,40,25,274,162
annotations/person_without_helmet (216).jpg,206,200,person without helmet,76,9,195,168
annotations/person_without_helmet (217).jpg,204,200,person without helmet,41,51,143,172
annotations/person_without_helmet (217).jpg,204,200,person without helmet,10,45,42,89
annotations/person_without_helmet (217).jpg,204,200,person without helmet,1,37,8,49
annotations/person_without_helmet (218).jpg,200,200,person without helmet,1,18,66,146
annotations/person_without_helmet (219).jpg,354,200,person without helmet,237,34,335,196
annotations/person_without_helmet (220).jpg,200,200,person without helmet,102,19,190,145
annotations/person_without_helmet (221).jpg,303,200,person without helmet,176,37,241,149
annotations/person_without_helmet (222).jpg,271,200,person without helmet,162,2,266,188
annotations/person_without_helmet (223).jpg,302,200,person without helmet,78,43,120,181
annotations/person_without_helmet (223).jpg,302,200,person without helmet,35,24,81,181
annotations/person_without_helmet (224).jpg,200,220,person without helmet,52,61,99,220
annotations/person_without_helmet (224).jpg,200,220,person without helmet,132,71,186,217
annotations/person_without_helmet (225).jpg,200,200,person without helmet,51,1,147,124
annotations/person_without_helmet (226).jpg,240,200,person without helmet,87,29,132,136
annotations/person_without_helmet (227).jpg,267,200,person without helmet,137,1,267,153
annotations/person_without_helmet (228).jpg,200,213,person without helmet,43,8,131,128
annotations/person_without_helmet (229).jpg,200,268,person without helmet,78,53,179,243
annotations/person_without_helmet (230).jpg,267,200,person without helmet,27,1,146,144
annotations/person_without_helmet (231).jpg,200,200,person without helmet,132,16,194,96
annotations/person_without_helmet (232).jpg,226,200,person without helmet,1,6,77,140
annotations/person_without_helmet (233).jpg,303,200,person without helmet,89,70,123,155
annotations/person_without_helmet (234).jpg,301,200,person without helmet,14,1,127,147
annotations/person_without_helmet (234).jpg,301,200,person without helmet,205,119,271,197
annotations/person_without_helmet (235).jpg,313,200,person without helmet,35,66,87,122
annotations/person_without_helmet (235).jpg,313,200,person without helmet,87,85,121,128
annotations/person_without_helmet (235).jpg,313,200,person without helmet,153,90,212,186
annotations/person_without_helmet (235).jpg,313,200,person without helmet,237,55,267,93
annotations/person_without_helmet (236).jpg,397,300,person without helmet,12,71,124,187
annotations/person_without_helmet (237).jpg,261,200,person without helmet,179,119,251,198
annotations/person_without_helmet (238).jpg,300,200,person without helmet,108,60,187,196
annotations/person_without_helmet (239).jpg,267,200,person without helmet,238,51,267,116
annotations/person_without_helmet (239).jpg,267,200,person without helmet,151,67,180,98
annotations/person_without_helmet (239).jpg,267,200,person without helmet,191,77,219,104
annotations/person_without_helmet (240).jpg,314,200,person without helmet,100,2,229,147
annotations/person_without_helmet (241).jpg,335,200,person without helmet,171,5,283,134
annotations/person_without_helmet (242).jpg,295,200,person without helmet,136,29,211,111
annotations/person_without_helmet (242).jpg,295,200,person without helmet,219,8,295,151
annotations/person_without_helmet (243).jpg,267,200,person without helmet,17,77,45,104
annotations/person_without_helmet (243).jpg,267,200,person without helmet,42,86,60,116
annotations/person_without_helmet (243).jpg,267,200,person without helmet,156,89,187,122
annotations/person_without_helmet (243).jpg,267,200,person without helmet,206,73,228,96
annotations/person_without_helmet (243).jpg,267,200,person without helmet,223,90,248,120
annotations/person_without_helmet (243).jpg,267,200,person without helmet,69,81,83,93
annotations/person_without_helmet (243).jpg,267,200,person without helmet,84,80,94,90
annotations/person_without_helmet (244).jpg,200,300,person without helmet,119,85,194,179
annotations/person_without_helmet (244).jpg,200,300,person without helmet,1,57,71,187
annotations/person_without_helmet (245).jpg,200,261,person without helmet,74,100,136,186
annotations/person_without_helmet (246).jpg,202,200,person without helmet,13,28,100,179
annotations/person_without_helmet (247).jpg,320,200,person without helmet,104,17,255,200
annotations/person_without_helmet (248).jpg,302,200,person without helmet,76,5,246,196
annotations/person_without_helmet (249).jpg,275,200,person without helmet,35,34,130,180
annotations/person_without_helmet (250).jpg,318,200,person without helmet,129,50,196,176
annotations/person_without_helmet (250).jpg,318,200,person without helmet,218,66,261,124
annotations/person_without_helmet (250).jpg,318,200,person without helmet,248,65,318,170
